time,mac_address,service_uuid,rssi
15:22:41,78:2e:96:cf:cd:37,4c001005101c3041d7111a,-98
15:22:41,45:a4:4a:b6:2c:a3,4c0010060b1ee7540106071a,-65
15:22:41,2a:69:86:23:60:a0,4c00090603c4c0a865491a,-48
15:22:41,69:60:f6:33:fa:a9,7500c14da2708bef02,-74
15:22:41,61:9b:86:47:1c:fa,f3fe4a17234c35494a11320d73bba3afcb203cc3fb1751958faed01b180000fef3-0000-1000-8000-00805f9b34fb,-54
15:22:41,41:ae:59:f2:50:91,e0006508ca52cf879ffe00000000000000000000000000000000000000000000fe9f-0000-1000-8000-00805f9b34fb,-63
15:22:41,7b:fb:fb:da:76:54,e0006509ca352f669ffe00000000000000000000000000000000000000000000fe9f-0000-1000-8000-00805f9b34fb,-54
15:22:41,50:de:06:91:e4:5a,4c0010050110e2c1920c1a,-67
15:22:41,42:42:24:7b:a1:14,4c0009081363ac10652a1b581608006e14f2f5daaeb71a,-67
15:22:41,df:e3:27:79:12:68,4c0012020001,-73
15:22:41,40:e2:ea:73:77:e9,4c000c0e087874f433fbfe9e5af3217989af10060f1dab66a6181a,-49
15:22:41,cf:44:22:a4:96:78,4c0012020002,-54
15:22:41,30:53:c1:34:f3:11,c00300001812-0000-1000-8000-00805f9b34fbffffffff1a,-80
15:22:41,ea:31:37:11:72:a0,4c0012020001,-61
15:22:41,c5:40:b2:e8:ba:ff,4c0012020002,-81
15:22:41,dc:0d:30:1e:33:91,elpis_0010000fef5-0000-1000-8000-00805f9b34fb4c000215d546df97475747efbe093e2dcbdd0c77bf626c66b5f0ff2e021992dc0d301e3391640000feaa-0000-1000-8000-00805f9b34fb06,-59
15:22:41,20:2f:8f:e1:ad:86,06000109202259be55797f0927e10eb5184235f4c1ee83918ad9ec39e7,-96
15:22:41,dc:0d:30:1e:33:84,0000feaa-0000-1000-8000-00805f9b34fbelpis_0020000fef5-0000-1000-8000-00805f9b34fbf0ff2e021992dc0d301e3384644c000215fda50693a4e24fb1afcfc6eb07647825275165c1fd06,-68
15:22:41,5c:7e:23:57:85:06,4c000c0e00eff8081da50b0a197ab03e089310064f1d91b832281a,-96
15:22:41,25:26:51:29:94:bc,f3fe4a1723305549371132531f1b0d97d64d668379ef45dc434a300cdd,-66
15:22:41,51:38:79:f5:b9:8c,060001092002cea0d531c785c9407413bb9f9ff5563f92e33a13679266,-91
15:22:41,dc:0d:30:15:9a:be,FSC-BP1080000fef5-0000-1000-8000-00805f9b34fbf0ff27021992dc0d30159abe644c0002158ebc21144abdba0db7c6ff0f0020001b1ac509fb0006,-68
15:22:41,f8:74:5d:81:62:fe,0f18214c000215e7d61ea3f8dd49c88f2ff2484c07acb900010022ba06,-79
15:22:41,ca:6d:f0:7a:64:41,4c001219104bf3e1b25a1cfb93bdd247ca3a4819573959767242c4021d,-70
15:22:41,fd:3a:f7:6e:01:62,4c0012020001,-55
15:22:41,f3:54:af:74:a0:12,4c0012020000,-96
15:22:41,dc:0d:30:1e:33:3e,4c000215fda50693a4e24fb1afcfc6eb07647825275165c1fdelpis_0030000fef5-0000-1000-8000-00805f9b34fbf0ff2e021992dc0d301e333e640000feaa-0000-1000-8000-00805f9b34fb06,-60
15:22:41,75:f6:84:d2:56:c1,004c001005289811eba61a,-93
15:22:41,c9:c2:30:89:2e:cb,4c0012020002,-65
15:22:41,dc:0d:30:15:9a:d0,aafe20000bc680000012fca703b3ba7a0000feaa-0000-1000-8000-00805f9b34fb06,-62
15:22:41,f3:a7:50:bb:0e:24,4c0012020000,-101
15:22:41,1b:50:f4:04:52:55,040678ed8976-601f-0431-43e3-bbcd164981bc,-67
15:22:51,61:54:c7:db:9b:ee,f3fe1101beca5dec,-90
15:22:51,52:af:ba:12:55:9c,4c000c0e00dcdf7a77b39324fa462f5eb6551006491d614bd9581a,-63
15:22:51,78:91:c3:32:88:e8,4c0010054d1c3357ef0c1a,-53
15:22:51,4a:f7:22:04:bd:ed,4c001005431cb09147021a,-47
15:22:51,74:4d:d5:38:ed:89,4c0009081331c0a865031b581a,-51
15:22:51,7f:96:96:c2:84:7b,4c00100203000b1a,-65
15:22:51,6d:81:00:ed:5f:ef,4c0009081362c0a8640f1b58160800426df515a927961a,-65
15:22:51,2a:69:86:23:60:a0,4c00090603c4c0a865491a,-53
15:22:51,54:8b:f1:30:32:b6,4c000c0e00dcdf7a77b39324fa462f5eb6551006491d614bd9581a,-61
15:22:51,57:cb:c1:28:28:93,4c0010077d1fd36a6b4b58081a,-51
15:22:51,ed:6c:25:3e:ba:df,4c00121910cb5b853df5e77994d295a86ff15b020b030fe6c9c1ed030f,-62
15:22:51,45:a4:4a:b6:2c:a3,4c0010060b1ee7540106071a,-72
15:22:51,79:43:8b:9e:08:d6,b8fe22018e053247305943315a463746303731530000feb8-0000-1000-8000-00805f9b34fbMeta Quest 302,-59
15:22:51,45:c6:03:31:f9:5c,4c000c0e087b74230b04a0a771a671b5ce6e10060f1dab66a6181a,-54
15:22:51,d0:d2:b0:8b:78:b3,4c0010050d14b338050c1a,-53
15:22:51,70:ff:6f:9c:86:5a,4c0009081350c0a8c9021b5816080006925111dbf2c31a,-55
15:22:51,42:42:24:7b:a1:14,4c0009081363ac10652a1b581608006e14f2f5daaeb71a,-86
15:22:51,59:40:e4:b8:04:19,4c000512000000000000000002299e7b5b747fdc6e001a,-63
15:22:51,41:ae:59:f2:50:91,e0006508ca52cf879ffe00000000000000000000000000000000000000000000fe9f-0000-1000-8000-00805f9b34fb,-52
15:22:51,40:e2:ea:73:77:e9,4c000c0e087b74230b04a0a771a671b5ce6e10060f1dab66a6181a,-49
15:22:51,69:60:f6:33:fa:a9,7500021861b104879c709b2a66f6346daefcc8f8c89590a664df02,-80
15:22:51,fb:6e:df:af:49:a9,Rbtd50203755c1b500700000000000000260000000edaffffffffffffffff06,-58
15:22:51,50:de:06:91:e4:5a,4c0010050110e2c1920c1a,-67
15:22:51,fd:f2:3f:06:3c:f3,3dfd76006909fdf23f063cf300ff67ad8fba94068f200006,-87
15:22:51,61:a1:25:d9:0d:0b,4c0010054d1c3357ef0c1a,-53
15:22:51,25:28:4c:d7:cd:bb,f3fe4a17235758505511320fe2b734eefdd66fc1923adf2483b12207ce,-67
15:22:51,30:53:c1:34:f3:11,c00300001812-0000-1000-8000-00805f9b34fbffffffff1a,-67
15:22:51,7d:26:1f:f6:68:57,8ebc2114-4abd-ba0d-b7c6-ff0a00200037,-56
15:22:51,51:38:79:f5:b9:8c,060001092002cea0d531c785c9407413bb9f9ff5563f92e33a13679266,-92
15:22:51,7c:17:42:69:85:6f,4c0010057f1cf2caf90c1a,-52
15:22:51,45:73:ef:e3:e6:a7,f3fe4a1723325646441132c8903eacb8c37ae1cb5ab2c8f4869c14b6bc0000fef3-0000-1000-8000-00805f9b34fb,-94
15:22:51,7b:fb:fb:da:76:54,e0006509ca352f669ffe00000000000000000000000000000000000000000000fe9f-0000-1000-8000-00805f9b34fb,-76
15:22:51,6e:06:86:37:a2:72,4c00090813d5c0a865361b581a,-64
15:22:51,dc:0d:30:15:9a:be,FSC-BP1080000fef5-0000-1000-8000-00805f9b34fbf0ff27021992dc0d30159abe640000feaa-0000-1000-8000-00805f9b34fb4c0002158ebc21144abdba0db7c6ff0f0020001b275165c1ba06,-67
15:22:51,ca:6d:f0:7a:64:41,4c001219104bf3e1b25a1cfb93bdd247ca3a4819573959767242c4021d,-68
15:22:51,61:9b:86:47:1c:fa,f3fe4a17234c35494a11320d73bba3afcb203cc3fb1751958faed01b180000fef3-0000-1000-8000-00805f9b34fb,-54
15:22:51,c9:c2:30:89:2e:cb,4c0012020002,-60
15:22:51,18:bc:f0:24:a0:e5,f1fc042934f6d47864926db814e9ddd2f5ba2b1806a777dc02,-48
15:22:51,75:f6:84:d2:56:c1,004c001005289811eba61a,-96
15:22:51,dc:0d:30:1e:33:3e,elpis_0030000fef5-0000-1000-8000-00805f9b34fbf0ff2e021992dc0d301e333e640000feaa-0000-1000-8000-00805f9b34fb4c000215722eb21f8f6a4ba9a12f05c0f970a177d8ac93bcc506,-59
15:22:51,fd:3a:f7:6e:01:62,4c0012020001,-54
15:22:51,ea:31:37:11:72:a0,4c0012020001,-51
15:22:51,22:3f:74:64:e0:59,f1fc047699846585566b2ddcf4cfe4b655d2a874dfa5a1e702,-64
15:22:51,c5:40:b2:e8:ba:ff,4c0012020002,-78
15:22:51,25:26:51:29:94:bc,f3fe4a1723305549371132531f1b0d97d64d668379ef45dc434a300cdd,-65
15:22:51,12:15:d1:7c:97:d7,f3fe4a1723485136461132f5fdf74f70c04158b325d41f2504777f545d,-74
15:22:51,dc:0d:30:15:9a:d0,aafe20000bc680000012fca803b3baac0000feaa-0000-1000-8000-00805f9b34fb06,-60
15:22:51,f8:74:5d:81:62:fe,4c000215e7d61ea3f8dd49c88f2ff2484c07acb900010022ba06,-87
15:22:51,dc:0d:30:1e:33:91,0000feaa-0000-1000-8000-00805f9b34fbelpis_0010000fef5-0000-1000-8000-00805f9b34fbaafe20000c27800000a581cc087259ce4c000215d546df97475747efbe093e2dcbdd0c77bf626c66b506,-65
15:22:51,dc:0d:30:1e:33:84,elpis_0020000fef5-0000-1000-8000-00805f9b34fbf0ff2e021992dc0d301e3384640000feaa-0000-1000-8000-00805f9b34fb4c000215fda50693a4e24fb1afcfc6eb07647825275165c1fd06,-62
15:22:51,df:e3:27:79:12:68,4c0012020001,-63
15:22:51,cf:44:22:a4:96:78,4c0012020002,-59
15:22:51,20:2f:8f:e1:ad:86,06000109202259be55797f0927e10eb5184235f4c1ee83918ad9ec39e7,-95
15:22:51,7b:27:70:1d:70:a6,4c001006211e3801d9300c1a,-97
15:22:51,c1:8a:e0:ad:38:59,4c0012020000,-97
15:22:51,cb:d1:6a:e3:c2:b0,4c0002151233aacc0dc140a78085303a6d64ddb500042ed7c606,-80
15:22:51,e0:6f:6e:87:f6:7a,4c0002158ebc21144abdba0db7c6ff0f0020002500010069ba06,-67
15:23:01,45:c6:03:31:f9:5c,4c000c0e087c744503ee431cf36a706c141110060f1dab66a6181a,-51
15:23:01,61:9b:86:47:1c:fa,f3fe4a17234c35494a11320d73bba3afcb203cc3fb1751958faed01b180000fef3-0000-1000-8000-00805f9b34fb,-54
15:23:01,6d:81:00:ed:5f:ef,4c0009081362c0a8640f1b58160800426df515a927961a,-54
15:23:01,7c:17:42:69:85:6f,4c0010057f1cf2caf90c1a,-53
15:23:01,fb:6e:df:af:49:a9,Rbtd502037e631b570700000000000000260027005bdaffffffffffffffff06,-58
15:23:01,40:e2:ea:73:77:e9,4c000c0e087c744503ee431cf36a706c141110060f1dab66a6181a,-54
15:23:01,70:ff:6f:9c:86:5a,4c0009081350c0a8c9021b5816080006925111dbf2c31a,-54
15:23:01,fd:f2:3f:06:3c:f3,3dfd76006909fdf23f063cf300ff67ad8fc494068f200006,-97
15:23:01,52:af:ba:12:55:9c,4c000c0e00e1df2e09e7b3e9f5cfadb033d41006491d614bd9581a,-63
15:23:01,74:4d:d5:38:ed:89,4c0009081331c0a865031b581a,-53
15:23:01,ed:6c:25:3e:ba:df,4c00121910cb5b853df5e77994d295a86ff15b020b030fe6c9c1ed030f,-62
15:23:01,d0:d2:b0:8b:78:b3,4c0010050d14b338050c1a,-64
15:23:01,54:8b:f1:30:32:b6,4c000c0e00e1df2e09e7b3e9f5cfadb033d41006491d614bd9581a,-64
15:23:01,6e:06:86:37:a2:72,4c00090813d5c0a865361b581a,-62
15:23:01,2a:69:86:23:60:a0,4c00090603c4c0a865491a,-55
15:23:01,fd:3a:f7:6e:01:62,4c0012020001,-53
15:23:01,7d:26:1f:f6:68:57,8ebc2114-4abd-ba0d-b7c6-ff0a00200037,-63
15:23:01,78:91:c3:32:88:e8,4c0010054d1c3357ef0c1a,-52
15:23:01,42:42:24:7b:a1:14,4c0009081363ac10652a1b581608006e14f2f5daaeb71a,-68
15:23:01,61:54:c7:db:9b:ee,f3fe1101beca5dec,-85
15:23:01,41:ae:59:f2:50:91,e0006508ca52cf879ffe00000000000000000000000000000000000000000000fe9f-0000-1000-8000-00805f9b34fb,-53
15:23:01,22:3f:74:64:e0:59,f1fc047699846585566b2ddcf4cfe4b655d2a874dfa5a1e702,-65
15:23:01,45:a4:4a:b6:2c:a3,4c0010060b1ee7540106071a,-62
15:23:01,7f:96:96:c2:84:7b,4c00100203000b1a,-58
15:23:01,69:60:f6:33:fa:a9,7500c14da2708bef02,-80
15:23:01,57:cb:c1:28:28:93,4c001007741fd36a6b6b18081a,-51
15:23:01,79:43:8b:9e:08:d6,b8fe22018e053247305943315a463746303731530000feb8-0000-1000-8000-00805f9b34fbMeta Quest 302,-67
15:23:01,59:40:e4:b8:04:19,4c000512000000000000000002299e7b5b747fdc6e001a,-50
15:23:01,61:a1:25:d9:0d:0b,4c0010054d1c3357ef0c1a,-52
15:23:01,18:bc:f0:24:a0:e5,f1fc042934f6d47864926db814e9ddd2f5ba2b1806a777dc02,-49
15:23:01,50:de:06:91:e4:5a,4c0010050110e2c1920c1a,-68
15:23:01,25:28:4c:d7:cd:bb,f3fe4a17235758505511320fe2b734eefdd66fc1923adf2483b12207ce,-67
15:23:01,c9:c2:30:89:2e:cb,4c0012020002,-63
15:23:01,f8:74:5d:81:62:fe,0f18214c000215e7d61ea3f8dd49c88f2ff2484c07acb900010022ba06,-79
15:23:01,ca:6d:f0:7a:64:41,4c001219104bf3e1b25a1cfb93bdd247ca3a4819573959767242c4021d,-70
15:23:01,1b:50:f4:04:52:55,stay test040678ed8976-601f-0431-43e3-bbcd164981bc,-72
15:23:01,45:73:ef:e3:e6:a7,f3fe4a1723325646441132c8903eacb8c37ae1cb5ab2c8f4869c14b6bc0000fef3-0000-1000-8000-00805f9b34fb,-91
15:23:01,20:2f:8f:e1:ad:86,06000109202259be55797f0927e10eb5184235f4c1ee83918ad9ec39e7,-99
15:23:01,12:15:d1:7c:97:d7,f3fe4a1723485136461132f5fdf74f70c04158b325d41f2504777f545d,-81
15:23:01,30:53:c1:34:f3:11,c00300001812-0000-1000-8000-00805f9b34fbffffffff1a,-66
15:23:01,7b:fb:fb:da:76:54,e0006509ca352f669ffe00000000000000000000000000000000000000000000fe9f-0000-1000-8000-00805f9b34fb,-78
15:23:01,ea:31:37:11:72:a0,4c0012020001,-51
15:23:01,dc:0d:30:1e:33:91,4c000215d546df97475747efbe093e2dcbdd0c77bf626c66b5elpis_0010000fef5-0000-1000-8000-00805f9b34fbf0ff2e021992dc0d301e3391640000feaa-0000-1000-8000-00805f9b34fb06,-68
15:23:01,4a:f7:22:04:bd:ed,4c001005431cb09147021a,-50
15:23:01,dc:0d:30:1e:33:3e,4c000215fda50693a4e24fb1afcfc6eb07647825275165c1fdelpis_0030000fef5-0000-1000-8000-00805f9b34fbf0ff2e021992dc0d301e333e640000feaa-0000-1000-8000-00805f9b34fb06,-61
15:23:01,25:26:51:29:94:bc,f3fe4a1723305549371132531f1b0d97d64d668379ef45dc434a300cdd,-66
15:23:01,cf:44:22:a4:96:78,4c0012020002,-51
15:23:01,6c:4a:85:50:8e:ed,4c000f08c00a22251000410d100201000c1a,-99
15:23:01,51:38:79:f5:b9:8c,060001092002cea0d531c785c9407413bb9f9ff5563f92e33a13679266,-91
15:23:01,dc:0d:30:1e:33:84,0000feaa-0000-1000-8000-00805f9b34fbelpis_0020000fef5-0000-1000-8000-00805f9b34fbaafe100b03656c7069732e6b614a696c61622e6465764c0002154e24ac47b7e644f5957f1cdcefa2acabbd93c7d6c506,-63
15:23:01,dc:0d:30:15:9a:be,FSC-BP1080000fef5-0000-1000-8000-00805f9b34fbf0ff27021992dc0d30159abe644c0002158ebc21144abdba0db7c6ff0f0020001b275165c1ba06,-65
15:23:01,c5:40:b2:e8:ba:ff,4c0012020002,-78
15:23:01,7b:27:70:1d:70:a6,4c001006211e3801d9300c1a,-95
15:23:01,59:a3:73:8d:c3:c2,4c0009081380ac1065341b5816080072e864f263d1971a,-99
15:23:01,df:e3:27:79:12:68,4c0012020001,-62
15:23:01,c6:8a:6e:7a:07:b7,0f18064c0002158ebc21144abdba0db7c6ff0f0020001200010073ba06,-74
15:23:01,52:76:52:d1:29:db,4c000c0e00eff8081da50b0a197ab03e089310064f1d91b832281a,-97
15:23:01,60:42:84:68:80:de,4c0010050f1c22dbcc0a1a,-98
15:23:01,f3:54:af:74:a0:12,4c0012020000,-95
15:23:01,43:65:0e:7f:05:6d,4c001006631e2698dd33081a,-96
15:23:11,54:8b:f1:30:32:b6,4c000c0e00e1df2e09e7b3e9f5cfadb033d41006491d614bd9581a,-66
15:23:11,40:e2:ea:73:77:e9,4c000c0e087c744503ee431cf36a706c141110060f1dab66a6181a,-56
15:23:11,78:91:c3:32:88:e8,4c0010054d1c3357ef0c1a,-54
15:23:11,45:c6:03:31:f9:5c,4c000c0e087c744503ee431cf36a706c141110060f1dab66a6181a,-50
15:23:11,ed:6c:25:3e:ba:df,4c00121910cb5b853df5e77994d295a86ff15b020b030fe6c9c1ed030f,-65
15:23:11,12:15:d1:7c:97:d7,f3fe4a1723485136461132f5fdf74f70c04158b325d41f2504777f545d,-73
15:23:11,7f:96:96:c2:84:7b,4c00100203000b1a,-64
15:23:11,52:af:ba:12:55:9c,4c000c0e00e1df2e09e7b3e9f5cfadb033d41006491d614bd9581a,-67
15:23:11,59:40:e4:b8:04:19,4c000512000000000000000002299e7b5b747fdc6e001a,-51
15:23:11,2a:69:86:23:60:a0,4c00090603c4c0a865491a,-49
15:23:11,61:54:c7:db:9b:ee,f3fe1101beca5dec,-90
15:23:11,7d:26:1f:f6:68:57,8ebc2114-4abd-ba0d-b7c6-ff0a00200037,-64
15:23:11,fb:6e:df:af:49:a9,Rbtd5020388661b590700000000000000260027005bdaffffffffffffffff06,-56
15:23:11,7c:17:42:69:85:6f,4c0010057f1cf2caf90c1a,-55
15:23:11,69:60:f6:33:fa:a9,7500c14da2708bef02,-81
15:23:11,42:42:24:7b:a1:14,4c0009081363ac10652a1b581608006e14f2f5daaeb71a,-70
15:23:11,4a:f7:22:04:bd:ed,4c001005431cb09147021a,-50
15:23:11,fd:f2:3f:06:3c:f3,3dfd76006909fdf23f063cf300ff67ad8fce94068f200006,-89
15:23:11,51:38:79:f5:b9:8c,060001092002cea0d531c785c9407413bb9f9ff5563f92e33a13679266,-92
15:23:11,5c:7e:23:57:85:06,4c000c0e00f0f869ea64e196e39b33f64e2410064f1d91b832281a,-94
15:23:11,d0:d2:b0:8b:78:b3,4c0010050d14b338050c1a,-54
